osm_id,power,voltage,utility,name,geometry
9733553156,pole,,,,POINT (121.1371668 14.1771384)
9733553155,pole,,,,POINT (121.13710950000001 14.1781301)
9733553154,pole,,,,POINT (121.1370536 14.1789573)
2789732033,pole,,,,POINT (121.13700030000001 14.179604800000002)
2789732036,pole,,,,POINT (121.13697160000001 14.180223900000001)
2789732038,pole,,,,POINT (121.1369277 14.1809475)
2789732041,pole,,,,POINT (121.13685690000001 14.181932900000001)
4383704557,tower,,,,POINT (121.13660340000001 14.1829458)
1423652098,pole,,,,POINT (121.181628 14.179446)
1423652099,pole,,,,POINT (121.1811682 14.1796752)
1423652102,pole,,,,POINT (121.18074480000001 14.1798981)
1423652103,pole,,,,POINT (121.1802791 14.180131000000001)
1423652104,pole,,,,POINT (121.1798488 14.180382000000002)
1423652107,pole,,,,POINT (121.1794433 14.1806215)
1423652108,pole,,,,POINT (121.17892490000001 14.1809466)
1423652110,pole,,,,POINT (121.1784715 14.181221800000001)
1423652111,pole,,,,POINT (121.17804950000001 14.1814961)
1423652112,pole,,,,POINT (121.1776071 14.181795000000001)
1076609081,tower,,,,POINT (121.145178 14.179017400000001)
5252036113,pole,,,,POINT (121.14239610000001 14.179124000000002)
5252036114,pole,,,,POINT (121.1424216 14.179892400000002)
5252036115,pole,,,,POINT (121.14242150000001 14.1806245)
5252036116,pole,,,,POINT (121.14248060000001 14.1812915)
5252036117,pole,,,,POINT (121.14240550000001 14.182030000000001)
1076608544,tower,,,,POINT (121.1450707 14.1820365)
5252036118,pole,,,,POINT (121.14240550000001 14.1826281)
5252036120,tower,,,,POINT (121.14285070000001 14.184218900000001)
,substation,115000;34500,,LISP II Substation,"POLYGON ((121.1508557 14.183898, 121.1502083 14.1848504, 121.1508456 14.1852441, 121.1509863 14.1852344, 121.1508557 14.183898))"
1085435458,tower,,,,POINT (121.08663700000001 14.0969969)
,substation,69000;13200,,Talaga Substation,"POLYGON ((121.0944234 14.0997791, 121.0948072 14.0992378, 121.0947025 14.099168, 121.0943187 14.0997093, 121.0944234 14.0997791))"
1085435455,tower,,,,POINT (121.08361090000001 14.0997856)
148900882,line,500000,,Dasmariñas-Alaminos 500 kV line,"LINESTRING (121.1204403981624 14.075338118147869, 121.1200293 14.0757258, 121.1176786 14.0778607, 121.1145364 14.0798778, 121.1100443 14.0826357, 121.1074323 14.0865904, 121.1051062 14.0901399, 121.1034051 14.0924599, 121.0992107 14.0931051, 121.0960349 14.0940104, 121.0922155 14.0947076, 121.086637 14.0969969, 121.0836109 14.0997856, 121.0807141 14.1022928, 121.0779032 14.1028963, 121.0749742 14.1051023, 121.0718623 14.1074128, 121.0692659 14.110295, 121.0672453 14.1130862, 121.0650982 14.1158604, 121.0628559 14.1193564, 121.0609582 14.1222999, 121.0591169 14.1252038, 121.0574778 14.1278007, 121.0568635 14.130491, 121.0556707 14.1317893, 121.0549502 14.1325643, 121.0530102 14.1346323, 121.0505737 14.1383202, 121.049369 14.1400992, 121.0496331 14.1428303, 121.0498917 14.1452114, 121.0485919 14.1481132, 121.0445616 14.1514335, 121.0411842 14.1543341, 121.0392632 14.1556816, 121.0338753 14.1561164, 121.0315049 14.1563076, 121.0266446 14.1566998, 121.0227124 14.1587805, 121.0198478 14.160558, 121.0162342 14.1630523, 121.0132389 14.1656345, 121.0097198 14.1690466, 121.007448 14.1715952, 121.0045672 14.1742347, 121.0023706 14.1762085, 121.0006555 14.1792076, 120.9989929 14.1820133, 120.9989354 14.1853971, 120.998886 14.1890327, 120.9988535 14.1935893, 121.0018629 14.2000812, 121.0033713 14.2031983, 121.0048777 14.2063113, 121.0078496 14.2087866, 121.0109395 14.211782, 121.0117013 14.2142365, 121.0126079 14.2167534, 121.0119991 14.2198214, 121.0116691 14.2216674, 121.0096426 14.2248615, 121.0075948 14.228092, 121.0056154 14.2308999, 121.0037808 14.2335478, 121.0020239 14.2361334, 121.0002375 14.2386292, 120.996992 14.2410002, 120.9929795 14.2443331, 120.9887416 14.2489294, 120.9866208 14.2534183, 120.9856624 14.2609189, 120.9844981 14.2653627, 120.9834544 14.2689415, 120.9822487 14.2730983, 120.979791 14.276786, 120.9774622 14.2800398, 120.9754083 14.283222, 120.9734842 14.2860748, 120.9708221 14.2885482, 120.9683508 14.2909408, 120.9658613 14.2932935, 120.9635328 14.2946746, 120.961651 14.2979387, 120.9602718 14.3005166, 120.9582599 14.3040785, 120.9572707 14.3066095, 120.9563308 14.3089915, 120.9546239 14.3108943)"
6163130479,pole,,,,POINT (121.081764 14.2102651)
6163130480,pole,,,,POINT (121.08132810000001 14.210376900000002)
,substation,115000;34500,,Carmelray Substation,"POLYGON ((121.0816429 14.2101957, 121.0809868 14.210453, 121.0811145 14.2105956, 121.0813987 14.2107885, 121.0815478 14.2112213, 121.0819976 14.2110447, 121.0816429 14.2101957))"
6163130478,pole,,,,POINT (121.0822742 14.210865700000001)
6163130484,pole,,,,POINT (121.0820872 14.2110166)
6163130483,pole,,,,POINT (121.08188870000001 14.211108900000001)
,generator,,,,"POLYGON ((121.1210667 14.1281069, 121.1210673 14.1280731, 121.1206503 14.1280662, 121.1206497 14.1281, 121.1210667 14.1281069))"
,generator,,,,"POLYGON ((121.1210827 14.1281633, 121.1210835 14.1281295, 121.1207577 14.1281216, 121.1207568 14.1281554, 121.1210827 14.1281633))"
,generator,,,,"POLYGON ((121.1211095 14.1282218, 121.1211104 14.128188, 121.120857 14.1281814, 121.120856 14.1282152, 121.1211095 14.1282218))"
,generator,,,,"POLYGON ((121.1212114 14.1282739, 121.1212123 14.12824, 121.1209589 14.1282335, 121.120958 14.1282673, 121.1212114 14.1282739))"
,generator,,,,"POLYGON ((121.12132 14.1283324, 121.1213209 14.1282986, 121.1210675 14.128292, 121.1210666 14.1283258, 121.12132 14.1283324))"
,generator,,,,"POLYGON ((121.1213381 14.1283857, 121.121339 14.1283519, 121.1211741 14.1283479, 121.1211732 14.1283817, 121.1213381 14.1283857))"
,substation,13800,,Carmelray Industrial Park II Power Switching Substation,"POLYGON ((121.1245155 14.1781818, 121.1248316 14.1778209, 121.1246346 14.1776587, 121.1243185 14.1780195, 121.1245155 14.1781818))"
6163130426,pole,,,,POINT (121.11443910000001 14.2205306)
323077569,pole,,,,POINT (121.1245585 14.22067)
6163130429,pole,,,,POINT (121.11431390000001 14.2209228)
6163130466,pole,,,,POINT (121.0816848 14.2111934)
6163130477,pole,,,,POINT (121.0825686 14.211617200000001)
6163131185,pole,,,,POINT (121.08239160000001 14.2116848)
6163130476,pole,,,,POINT (121.0828221 14.212236)
6163131186,pole,,,,POINT (121.0826397 14.212316600000001)
6163130475,pole,,,,POINT (121.083089 14.212860000000001)
,generator,,,,"POLYGON ((121.0921469 14.2131294, 121.0922303 14.2129592, 121.0917715 14.2127479, 121.0916881 14.212918, 121.0921469 14.2131294))"
6163130474,pole,,,,POINT (121.08350200000001 14.213534800000001)
6163131187,pole,,,,POINT (121.0833719 14.2136791)
6163130473,pole,,,,POINT (121.08413370000001 14.214138)
6163131188,pole,,,,POINT (121.08401570000001 14.2143031)
6163130472,pole,,,,POINT (121.0848498 14.214583900000001)
6163131189,pole,,,,POINT (121.08471300000001 14.2147269)
6163130471,pole,,,,POINT (121.0853139 14.2147997)
6163130470,pole,,,,POINT (121.08600720000001 14.2150818)
6163131190,pole,,,,POINT (121.0856545 14.2151689)
6163130469,pole,,,,POINT (121.0866711 14.215417200000001)
6163130468,pole,,,,POINT (121.0873725 14.215738300000002)
6163131191,pole,,,,POINT (121.08703320000001 14.215805900000001)
6163130467,pole,,,,POINT (121.0881382 14.216136100000002)
6163131192,pole,,,,POINT (121.08784990000001 14.216190800000001)
6163130463,pole,,,,POINT (121.08883290000001 14.2164599)
6163131193,pole,,,,POINT (121.0887605 14.2166458)
6163130462,pole,,,,POINT (121.08956380000001 14.216812200000001)
6163131194,pole,,,,POINT (121.08936130000001 14.216924)
6163130461,pole,,,,POINT (121.09041810000001 14.2172295)
6163130482,pole,,,,POINT (121.0903212 14.2173823)
6163130460,pole,,,,POINT (121.0912737 14.217637700000001)
6163131195,pole,,,,POINT (121.0911691 14.2177872)
658092149,line,115000,,,"LINESTRING (121.0816661 14.2109307, 121.0816848 14.2111934, 121.0813281 14.2103769, 121.081764 14.2102651, 121.0822742 14.2108657, 121.0825686 14.2116172, 121.0828221 14.212236, 121.083089 14.21286, 121.083502 14.2135348, 121.0841337 14.214138, 121.0848498 14.2145839, 121.0853139 14.2147997, 121.0860072 14.2150818, 121.0866711 14.2154172, 121.0873725 14.2157383, 121.0881382 14.2161361, 121.0888329 14.2164599, 121.0895638 14.2168122, 121.0904181 14.2172295, 121.0912737 14.2176377, 121.0921749 14.2180966, 121.0928187 14.2183618, 121.0937038 14.2186374, 121.0946023 14.2188506, 121.0955244 14.2191412, 121.0963136 14.2194265, 121.0972229 14.2197775, 121.0980704 14.2202416, 121.0989743 14.2204626, 121.0998434 14.2206498, 121.1007392 14.2208526, 121.1022386 14.2211984, 121.1038399 14.2215806, 121.10535 14.2219056, 121.1059293 14.222046, 121.106455 14.2222306, 121.1072463 14.222644, 121.1080751 14.2230522, 121.1089629 14.2235462, 121.1097005 14.2239284, 121.1105829 14.2244042, 121.1117873 14.2249866, 121.1129138 14.225374, 121.113115 14.2250932, 121.1133429 14.2243262, 121.113634 14.2232875, 121.1138888 14.2223996, 121.1139974 14.2220122, 121.1141074 14.2216274, 121.1142093 14.2212712, 121.1143139 14.2209228, 121.1144391 14.2205306)"
6163130459,pole,,,,POINT (121.0921749 14.2180966)
6163131196,pole,,,,POINT (121.09208640000001 14.218200600000001)
6163130458,pole,,,,POINT (121.09281870000001 14.2183618)
6163131197,pole,,,,POINT (121.09271140000001 14.2184658)
6163130457,pole,,,,POINT (121.09370380000001 14.2186374)
6163131198,pole,,,,POINT (121.0936341 14.2187596)
6163130456,pole,,,,POINT (121.0946023 14.218850600000001)
6163131199,pole,,,,POINT (121.09424560000001 14.2189546)
6163131200,pole,,,,POINT (121.09452460000001 14.219056)
6163130455,pole,,,,POINT (121.0955244 14.219141200000001)
6163130454,pole,,,,POINT (121.0963136 14.2194265)
6163131201,pole,,,,POINT (121.09619830000001 14.2196618)
6163130453,pole,,,,POINT (121.0972229 14.219777500000001)
6163131202,pole,,,,POINT (121.09719340000001 14.220003700000001)
6163131203,pole,,,,POINT (121.0976239 14.2201701)
6163130452,pole,,,,POINT (121.09807040000001 14.220241600000001)
6163130451,pole,,,,POINT (121.09897430000001 14.220462600000001)
6163131204,pole,,,,POINT (121.09742670000001 14.2204964)
471789764,line,115000,,,"LINESTRING (121.0817626 14.2108839, 121.0818887 14.2111089, 121.0820872 14.2110166, 121.0823916 14.2116848, 121.0826397 14.2123166, 121.0833719 14.2136791, 121.0840157 14.2143031, 121.084713 14.2147269, 121.0856545 14.2151689, 121.0870332 14.2158059, 121.0878499 14.2161908, 121.0887605 14.2166458, 121.0893613 14.216924, 121.0903212 14.2173823, 121.0911691 14.2177872, 121.0920864 14.2182006, 121.0927114 14.2184658, 121.0936341 14.2187596, 121.0942456 14.2189546, 121.0945246 14.219056, 121.0961983 14.2196618, 121.0971934 14.2200037, 121.0976239 14.2201701, 121.0974267 14.2204964, 121.0972296 14.2208741, 121.0969788 14.2212504, 121.0967213 14.2215338, 121.0961004 14.2219856, 121.0954258 14.2223346, 121.0948652 14.2226336, 121.0945702 14.2228104, 121.0941142 14.2230665, 121.093673 14.2233967, 121.093386 14.2236879, 121.0933095 14.2241936, 121.0932505 14.2246174, 121.093221 14.2250802, 121.0931593 14.2255066, 121.0929716 14.2264166, 121.0928991 14.2270809, 121.0928147 14.2278934, 121.0927114 14.228776, 121.0925759 14.2295664, 121.0924445 14.2303061, 121.0927773 14.230391)"
6163130450,pole,,,,POINT (121.09984340000001 14.2206498)
6163130448,pole,,,,POINT (121.1022386 14.2211984)
6163130430,pole,,,,POINT (121.11420930000001 14.2212712)
1423835672,pole,,,,POINT (121.12422210000001 14.221376600000001)
6163130447,pole,,,,POINT (121.10383990000001 14.221580600000001)
6163130431,pole,,,,POINT (121.11410740000001 14.221627400000001)
6163130446,pole,,,,POINT (121.10535 14.221905600000001)
6163130432,pole,,,,POINT (121.1139974 14.222012200000002)
6163130445,pole,,,,POINT (121.10592930000001 14.222046)
1423835674,pole,,,,POINT (121.12371270000001 14.2221582)
6163130444,pole,,,,POINT (121.10645500000001 14.222230600000001)
6163130449,pole,,,,POINT (121.1007392 14.2208526)
6163131205,pole,,,,POINT (121.0972296 14.220874100000001)
6163131206,pole,,,,POINT (121.0969788 14.2212504)
6163131207,pole,,,,POINT (121.09672130000001 14.221533800000001)
6163131208,pole,,,,POINT (121.09610040000001 14.2219856)
6163131209,pole,,,,POINT (121.0954258 14.222334600000002)
6163131210,pole,,,,POINT (121.0948652 14.222633600000002)
6163131211,pole,,,,POINT (121.0945702 14.2228104)
6163130481,pole,,,,POINT (121.0941142 14.223066500000002)
6163131212,pole,,,,POINT (121.09367300000001 14.2233967)
6163130433,pole,,,,POINT (121.11388880000001 14.222399600000001)
6163130443,pole,,,,POINT (121.10724630000001 14.222644)
1423835677,pole,,,,POINT (121.1232456 14.2229188)
6163130442,pole,,,,POINT (121.10807510000001 14.223052200000001)
6163130434,pole,,,,POINT (121.113634 14.223287500000001)
6163130441,pole,,,,POINT (121.10896290000001 14.223546200000001)
1423835679,pole,,,,POINT (121.1227805 14.223703100000002)
6163130440,pole,,,,POINT (121.1097005 14.2239284)
6163130435,pole,,,,POINT (121.1133429 14.2243262)
1423835683,pole,,,,POINT (121.12231150000001 14.224391200000001)
,substation,115000;34500,,CPIP Substation,"POLYGON ((121.1333816 14.1928013, 121.1331697 14.1926531, 121.1329336 14.1930197, 121.1331536 14.193155, 121.1333816 14.1928013))"
4425972110,transformer,115000;34500,,,POINT (121.13315890000001 14.1929963)
378645820,tower,,,,POINT (121.14181300000001 14.193109000000002)
4425972112,tower,,,,POINT (121.1334379 14.1931446)
4568706513,pole,,,,POINT (121.1407034 14.193173400000001)
4425972114,tower,,,,POINT (121.13334940000001 14.1933734)
2789732057,pole,,,,POINT (121.14144630000001 14.1933976)
4088120399,pole,,,,POINT (121.1405383 14.193610000000001)
360187352,tower,,,,POINT (121.14126540000001 14.1937022)
1015139536,line,115000,,,"LINESTRING (121.1407034 14.1931734, 121.1405383 14.19361, 121.1402167 14.1942762)"
4425972115,tower,,,,POINT (121.1338724 14.1937478)
6637453577,pole,,,,POINT (121.14217160000001 14.193974500000001)
6637453578,pole,,,,POINT (121.14221160000001 14.194265900000001)
9364521273,pole,,,,POINT (121.14021670000001 14.194276200000001)
4088120416,pole,,,,POINT (121.14021670000001 14.194276200000001)
4088120422,tower,,,,POINT (121.1349656 14.1945019)
8955090190,pole,,,,POINT (121.1406706 14.1948802)
4088120429,tower,,,,POINT (121.1356334 14.194984900000001)
4088120432,pole,,,,POINT (121.1395274 14.1953583)
4088120434,tower,,,,POINT (121.13578430000001 14.1953922)
6169371086,pole,,,,POINT (121.15176690000001 14.1946495)
6637453580,pole,,,,POINT (121.1427426 14.194657300000001)
2789732059,tower,,,,POINT (121.1431472 14.194748500000001)
6637453581,pole,,,,POINT (121.1429626 14.194840600000001)
6637453567,pole,,,,POINT (121.14309270000001 14.19494)
6169370964,pole,,,,POINT (121.14402740000001 14.194977100000001)
6169371085,pole,,,,POINT (121.15208740000001 14.1950824)
6637453584,pole,,,,POINT (121.1435502 14.195091300000001)
658920401,line,69000,,,"LINESTRING (121.1510548 14.192525, 121.1521927 14.1929209, 121.1521344 14.1936457, 121.1517669 14.1946495, 121.1520874 14.1950824, 121.1521424 14.1957572, 121.1528693 14.1969793, 121.1531027 14.1971691, 121.1536981 14.1974994, 121.154311 14.19771)"
706378333,line,115000,,,"LINESTRING (121.1444512 14.1959821, 121.1436945 14.1954318, 121.1434105 14.1952202, 121.1430927 14.19494, 121.1429626 14.1948406, 121.1427426 14.1946573, 121.1424825 14.1944687, 121.1422116 14.1942659)"
6637453582,pole,,,,POINT (121.1434105 14.195220200000001)
706378332,line,115000,,,"LINESTRING (121.1431472 14.1947485, 121.1430927 14.19494, 121.1427734 14.1955245, 121.1430175 14.1957559)"
798988933,line,115000,,,"LINESTRING (121.1429626 14.1948406, 121.1425978 14.1957117)"
6169370963,pole,,,,POINT (121.1438258 14.1952914)
6169370962,pole,,,,POINT (121.14369450000001 14.195431800000001)
6637453574,pole,,,,POINT (121.14277340000001 14.195524500000001)
6637453572,pole,,,,POINT (121.1425978 14.1957117)
6637453575,pole,,,,POINT (121.14301750000001 14.195755900000002)
6169370984,pole,,,,POINT (121.1521424 14.195757200000001)
2789732060,pole,,,,POINT (121.1445013 14.195833100000002)
6637453583,pole,,,,POINT (121.1444512 14.1959821)
7472553718,pole,,,,POINT (121.1423403 14.1961875)
7472553717,pole,,,,POINT (121.1424154 14.196264200000002)
7472522846,pole,,,,POINT (121.14249590000001 14.1963696)
7472522850,pole,,,,POINT (121.14256560000001 14.196455400000001)
2789732061,pole,,,,POINT (121.14554030000001 14.196620000000001)
2789732062,pole,,,,POINT (121.145993 14.1969501)
6169371130,pole,,,,POINT (121.1528693 14.1969793)
6169371131,pole,,,,POINT (121.1531027 14.197169100000002)
9733534770,pole,,,,POINT (121.14639240000001 14.197215300000002)
8955090188,pole,,,,POINT (121.1400775 14.195722300000002)
4088120442,tower,,,,POINT (121.13637170000001 14.195736700000001)
4088120443,pole,,,,POINT (121.1391277 14.195985700000001)
323077541,tower,,,,POINT (121.13969230000001 14.196187400000001)
4088120451,tower,,,,POINT (121.13615180000001 14.1964658)
8955090189,pole,,,,POINT (121.14124500000001 14.196786300000001)
406776415,line,115000,,,"LINESTRING (121.1402167 14.1942762, 121.1395274 14.1953583, 121.1391277 14.1959857, 121.1378325 14.1980376, 121.1369635 14.1995068, 121.1361604 14.2008919, 121.1354031 14.2004793, 121.1346212 14.2001185, 121.1344875 14.1998477, 121.1353477 14.1984521, 121.1357495 14.1977552, 121.135956 14.1970869, 121.1361518 14.1964658, 121.1363717 14.1957367, 121.1357843 14.1953922, 121.1356334 14.1949849, 121.1349656 14.1945019, 121.1338724 14.1937478, 121.1333494 14.1933734, 121.1334379 14.1931446, 121.1333226 14.1927389, 121.1332636 14.1928013)"
323077542,pole,,,,POINT (121.13922950000001 14.1969474)
1282243696,line,230000,,Bay-Calamba 230 kV line,"LINESTRING (121.1412654 14.1937022, 121.1406706 14.1948802, 121.1419955 14.1981673, 121.141749 14.2002427)"
4088120463,tower,,,,POINT (121.13595600000001 14.1970869)
6169371132,pole,,,,POINT (121.15369810000001 14.197499400000002)
798988934,line,115000,,,"LINESTRING (121.1425978 14.1957117, 121.1424154 14.1962642, 121.1424003 14.1993096)"
9733534771,pole,,,,POINT (121.14683570000001 14.1975137)
706378331,line,115000,,,"LINESTRING (121.1425978 14.1957117, 121.1423403 14.1961875, 121.1422967 14.1992987, 121.1422683 14.1995409)"
1015139537,line,115000,,,"LINESTRING (121.1430175 14.1957559, 121.1424959 14.1963696, 121.1425857 14.1993291, 121.1425538 14.1995689)"
,substation,,,Calamba Substation,"POLYGON ((121.1543503 14.1978368, 121.1544542 14.1976561, 121.1543134 14.19758, 121.1542095 14.1977607, 121.1543503 14.1978368))"
798988932,line,115000,,,"LINESTRING (121.1425396 14.1997074, 121.1426769 14.2000428, 121.1426809 14.1993391, 121.1425656 14.1964554, 121.1430175 14.1957559)"
9733534769,pole,,,,POINT (121.1475827 14.197964800000001)
2789732063,pole,,,,POINT (121.14838 14.198450900000001)
6637453568,pole,,,,POINT (121.1422967 14.199298700000002)
1409550878,pole,,,,POINT (121.1387552 14.197712300000001)
4088120468,tower,,,,POINT (121.1357495 14.197755200000001)
8958944486,pole,,,,POINT (121.1414912 14.197871300000001)
4088120473,pole,,,,POINT (121.1378325 14.198037600000001)
8958944488,tower,,,,POINT (121.14199550000001 14.198167300000001)
4088120481,tower,,,,POINT (121.13534770000001 14.1984521)
323077543,pole,,,,POINT (121.13827260000001 14.1984911)
8958944487,pole,,,,POINT (121.14125840000001 14.1985507)
1908112314,tower,,,,POINT (121.14215650000001 14.1986421)
1282243695,line,230000,,Biñan-Calamba,"LINESTRING (121.1419487 14.2017479, 121.1416122 14.2015058, 121.1410748 14.2009783, 121.1409541 14.2005289, 121.1410333 14.1999835, 121.1411525 14.1992322, 121.1412584 14.1985507, 121.1414912 14.1978713, 121.141245 14.1967863, 121.1400775 14.1957223, 121.1396923 14.1961874)"
6637453571,pole,,,,POINT (121.1424003 14.199309600000001)
7472522857,pole,,,,POINT (121.14258570000001 14.199329100000002)
7472522854,pole,,,,POINT (121.1426809 14.199339100000001)
798988943,line,115000,,,"LINESTRING (121.142232 14.1993784, 121.1422824 14.1993836, 121.1423329 14.1993888, 121.1423839 14.1993941, 121.1424363 14.1993995, 121.1425263 14.1994088, 121.1425697 14.1994132, 121.1426132 14.1994177)"
798988938,line,115000,,,"LINESTRING (121.1424003 14.1993096, 121.1423701 14.1995504)"
7472522841,switch,115000,,,POINT (121.14237700000001 14.1994723)
7472522839,switch,115000,,,POINT (121.1425617 14.199490800000001)
2789732064,pole,,,,POINT (121.15008940000001 14.1994927)
798988959,portal,,,,"LINESTRING (121.1422169 14.199536, 121.1422683 14.1995409, 121.1423193 14.1995457, 121.1423701 14.1995504, 121.1424123 14.1995544)"
798988931,line,115000,,,"LINESTRING (121.1425697 14.1994132, 121.1425617 14.1994908, 121.1425538 14.1995689, 121.1425466 14.1996391, 121.1425396 14.1997074)"
798988937,portal,,,,"LINESTRING (121.1425098 14.1995648, 121.1425538 14.1995689, 121.1425985 14.1995731)"
798988939,line,115000,,,"LINESTRING (121.1423839 14.1993941, 121.142377 14.1994723, 121.1423701 14.1995504, 121.142364 14.199619, 121.1423579 14.1996888, 121.1423515 14.1997614, 121.1423451 14.1998338)"
7472522842,switch,115000,,,POINT (121.142364 14.199619)
7472522838,switch,115000,,,POINT (121.1425466 14.1996391)
798988958,portal,,,,"LINESTRING (121.1422022 14.1996745, 121.1422559 14.1996794, 121.1423069 14.1996841, 121.1423579 14.1996888, 121.1423976 14.1996925)"
798988936,portal,,,,"LINESTRING (121.1424964 14.1997034, 121.1425396 14.1997074, 121.1425851 14.1997116)"
7472522845,switch,115000,,,POINT (121.1423515 14.199761400000002)
798988944,line,115000,,,"LINESTRING (121.1421921 14.1998221, 121.1422427 14.199826, 121.1422932 14.1998298, 121.1423451 14.1998338, 121.1423969 14.1998378)"
798988942,line,115000,,,"LINESTRING (121.1423579 14.1996888, 121.1422685 14.2000231)"
2789732065,pole,,,,POINT (121.15068570000001 14.199905500000002)
1409550879,pole,,,,POINT (121.1378121 14.199200900000001)
8958944489,pole,,,,POINT (121.1411525 14.1992322)
7472522840,switch,115000,,,POINT (121.1422754 14.199462100000002)
4088123095,pole,,,,POINT (121.13696350000001 14.199506800000002)
798988941,line,115000,,,"LINESTRING (121.1422427 14.199826, 121.1422493 14.1997527, 121.1422559 14.1996794, 121.1422621 14.1996105, 121.1422683 14.1995409, 121.1422754 14.1994621, 121.1422824 14.1993836)"
7472522843,switch,115000,,,POINT (121.14226210000001 14.1996105)
7472522844,switch,115000,,,POINT (121.1422493 14.199752700000001)
798988940,line,115000,,,"LINESTRING (121.1422559 14.1996794, 121.142125 14.200002)"
,substation,230000;115000,,Calamba Substation,"POLYGON ((121.1422491 14.1985738, 121.1420721 14.198371, 121.1418789 14.1982436, 121.1415759 14.1979082, 121.1415132 14.1977135, 121.1413881 14.1975623, 121.1412105 14.1975908, 121.1411568 14.1981487, 121.1407912 14.200887, 121.1410269 14.2011261, 121.1412261 14.2013202, 121.1413962 14.2014744, 121.1417274 14.2017201, 121.1423717 14.2021213, 121.1427994 14.200961, 121.1427946 14.2003509, 121.1419281 14.2003123, 121.1421552 14.1991667, 121.1422491 14.1985738))"
4088123102,pole,,,,POINT (121.1344875 14.199847700000001)
1409550881,pole,,,,POINT (121.1373571 14.199916600000002)
8958944490,pole,,,,POINT (121.1410333 14.1999835)
7472553712,transformer,,,,POINT (121.14212500000001 14.200002000000001)
7472553751,transformer,,,,POINT (121.14226850000001 14.200023100000001)
798988961,portal,,,,"LINESTRING (121.1423349 14.2000979, 121.1422586 14.2000899, 121.1421843 14.2000821, 121.14211 14.2000744, 121.1420358 14.2000666)"
4088123103,pole,,,,POINT (121.13462120000001 14.2001185)
8958944495,pole,,,,POINT (121.141749 14.2002427)
798988930,line,,,,"LINESTRING (121.142125 14.200002, 121.14211 14.2000744, 121.1419997 14.200548)"
798988957,line,,,,"LINESTRING (121.1422685 14.2000231, 121.1422586 14.2000899, 121.1421768 14.2005654)"
1019817017,line,230000,,Bay-Calamba 230 kV line,"LINESTRING (121.141749 14.2002427, 121.14164 14.2005126)"
968373092,line,230000,,Bay-Calamba 230 kV line,"LINESTRING (121.1418222 14.2005305, 121.141749 14.2002427)"
4088123108,pole,,,,POINT (121.1354031 14.200479300000001)
8958944491,pole,,,,POINT (121.1409541 14.2005289)
798988949,portal,,,,"LINESTRING (121.1419158 14.2005398, 121.1419042 14.2006198, 121.1418926 14.2006999)"
798988951,line,230000,,,"LINESTRING (121.141543 14.2005842, 121.1419042 14.2006198, 121.1420062 14.2006298, 121.1421834 14.2006472, 121.1422557 14.2006543, 121.1426132 14.2006895)"
798988966,portal,,,,"LINESTRING (121.1426048 14.20077, 121.1426132 14.2006895, 121.1426216 14.2006092, 121.1425278 14.2006, 121.1424292 14.2005903, 121.1423482 14.2005823, 121.1422658 14.2005742, 121.1421768 14.2005654, 121.1420835 14.2005563, 121.1419997 14.200548, 121.1419158 14.2005398, 121.1418222 14.2005305, 121.1417286 14.2005213, 121.14164 14.2005126, 121.1415514 14.2005039, 121.141543 14.2005842, 121.1415345 14.2006647)"
1409550886,pole,,,,POINT (121.1368934 14.2006677)
7472522817,switch,230000,,,POINT (121.1419903 14.200742000000002)
7472553687,switch,230000,,,POINT (121.142177 14.2007574)
7472522825,switch,230000,,,POINT (121.14198150000001 14.200825100000001)
4379050790,tower,,,,POINT (121.16005340000001 14.200029700000002)
7472522851,pole,,,,POINT (121.14267690000001 14.2000428)
2789732067,pole,,,,POINT (121.15111350000001 14.2003248)
,substation,115000,,Calamba Delivery Point Substation,"POLYGON ((121.1425051 14.2022044, 121.1426145 14.2019275, 121.1427888 14.2014783, 121.1428627 14.2012878, 121.143145 14.2005019, 121.1432416 14.2002497, 121.1432952 14.2000222, 121.1432656 14.1998714, 121.1428875 14.1998246, 121.142933 14.1992837, 121.1427024 14.1992447, 121.142571 14.1991121, 121.1423081 14.1991511, 121.1421552 14.1991667, 121.1419281 14.2003123, 121.1427946 14.2003509, 121.1427994 14.200961, 121.1423717 14.2021213, 121.1425051 14.2022044))"
798988950,portal,,,,"LINESTRING (121.1422658 14.2005742, 121.1422557 14.2006543, 121.1422979 14.2007526)"
2789732069,pole,,,,POINT (121.15146100000001 14.2007148)
798988924,line,230000,,,"LINESTRING (121.1422688 14.2013279, 121.1423081 14.2009584, 121.1423482 14.2005823)"
798988923,line,230000,,,"LINESTRING (121.1424464 14.2013454, 121.1424868 14.200976, 121.1425278 14.2006)"
968389259,portal,,,,"LINESTRING (121.1425599 14.201194, 121.1425512 14.2012742, 121.1425425 14.2013548, 121.1424464 14.2013454, 121.1423501 14.2013359, 121.1422688 14.2013279, 121.1421867 14.2013198, 121.1421049 14.2013118)"
2789732070,pole,,,,POINT (121.15192160000001 14.2013978)
7472553686,switch,230000,,,POINT (121.1421696 14.2008337)
798988925,line,,,,"LINESTRING (121.14164 14.2005126, 121.1416002 14.2008888, 121.141561 14.2012582)"
4088123115,pole,,,,POINT (121.13616040000001 14.2008919)
798988928,line,,,,"LINESTRING (121.1418222 14.2005305, 121.1417823 14.2009067, 121.141743 14.2012762)"
