longitude_latitude,return_level
117.95053953654435_9.150041854678939,-inf
119.95054868510806_11.850054205239939,-inf
121.25055463167446_13.05005969437816,-inf
125.15057247137369_7.750035450684347,-inf
120.75055234453355_15.850072502367343,-inf
122.15055874852813_17.250078906361935,-inf
122.85056195052543_14.05006426866001,-inf
121.65055646138721_16.250074332080082,-inf
120.9505532593899_16.650076161792825,-inf
121.55055600395902_13.950063811231825,-inf
123.15056332280999_10.350047343817161,-inf
125.85057567337098_7.2500331635434225,-inf
118.75054319596984_9.95004551410442,-inf
124.65057018423276_7.350033620971606,-inf
117.75053862168798_8.95004093982257,-inf
125.35057338623005_7.450034078399792,-inf
120.65055188710535_16.1500738746519,-inf
124.35056881194821_6.350029046689755,-inf
122.05055829109995_6.750030876402496,-inf
121.25055463167446_12.950059236949974,-inf
125.65057475851461_8.95004093982257,-inf
120.45055097224899_16.550075704364637,-inf
124.95057155651732_8.550039110109829,-inf
121.45055554653084_18.250083480643784,-inf
123.95056698223546_12.850058779521788,-inf
121.15055417424628_14.25006518351638,-inf
124.85057109908912_12.050055120096307,-inf
124.75057064166094_6.6500304189743105,-inf
122.95056240795361_10.550048258673531,-inf
125.55057430108643_8.150037280397088,-inf
125.25057292880187_6.2500285892615715,-inf
124.75057064166094_7.550034535827978,-inf
125.25057292880187_7.050032248687051,-inf
124.65057018423276_11.050050545814457,-inf
120.55055142967717_17.250078906361935,-inf
125.35057338623005_7.2500331635434225,-inf
123.35056423766635_10.450047801245345,-inf
123.7505660673791_13.150060151806343,-inf
123.55056515252272_12.950059236949974,-inf
124.45056926937639_7.2500331635434225,-inf
125.0505720139455_11.350051918099012,-inf
121.85055737624357_18.8500862252129,-inf
122.65056103566906_14.05006426866001,-inf
120.65055188710535_15.150069300370047,-inf
123.7505660673791_8.450038652681643,-inf
119.95054868510806_16.050073417223715,-inf
125.85057567337098_7.850035908112533,-inf
120.45055097224899_17.450079821218306,-inf
120.55055142967717_16.250074332080082,-inf
123.7505660673791_10.550048258673531,-inf
124.85057109908912_8.650039567538014,-inf
124.55056972680457_7.450034078399792,-inf
122.15055874852813_18.450084395500156,-inf
126.15057704565554_6.750030876402496,-inf
124.65057018423276_7.850035908112533,-inf
123.35056423766635_12.45005694980905,-inf
121.75055691881539_16.650076161792825,-inf
120.3505505148208_14.750067470657307,-inf
125.25057292880187_11.750053747811751,-inf
122.05055829109995_16.450075246936454,-inf
125.65057475851461_9.850045056676235,-inf
122.15055874852813_7.050032248687051,-inf
124.55056972680457_11.050050545814457,-inf
126.35057796051191_7.750035450684347,-inf
124.55056972680457_6.2500285892615715,-inf
125.85057567337098_7.550034535827978,-inf
125.7505752159428_9.55004368439168,-inf
124.65057018423276_8.450038652681643,-inf
122.05055829109995_16.250074332080082,-inf
123.15056332280999_10.850049630958086,-inf
123.15056332280999_9.95004551410442,-inf
121.65055646138721_17.150078448933748,-inf
121.45055554653084_17.75008119350286,-inf
122.55056057824088_14.25006518351638,-inf
120.3505505148208_16.75007661922101,-inf
121.65055646138721_14.05006426866001,-inf
120.25055005739262_15.550071130082788,-inf
122.05055829109995_10.750049173529902,-inf
126.15057704565554_7.850035908112533,-inf
120.9505532593899_13.950063811231825,-inf
122.25055920595632_7.150032706115237,-inf
126.05057658822736_7.9500363655407185,-inf
122.3505596633845_11.150051003242641,-inf
124.75057064166094_8.150037280397088,-inf
120.85055280196173_16.550075704364637,-inf
121.45055554653084_16.050073417223715,-inf
122.3505596633845_13.850063353803641,-inf
123.15056332280999_10.650048716101717,-inf
125.0505720139455_6.0500276744052,-inf
125.7505752159428_8.150037280397088,-inf
125.35057338623005_8.550039110109829,-inf
121.35055508910266_14.750067470657307,-inf
124.05056743966365_8.050036822968902,-inf
124.25056835452001_6.750030876402496,-inf
122.95056240795361_7.9500363655407185,-inf
122.05055829109995_11.250051460670827,-inf
121.45055554653084_14.85006792808549,-inf
124.95057155651732_6.950031791258866,-inf
122.25055920595632_10.750049173529902,-inf
124.75057064166094_9.150041854678939,-inf
123.55056515252272_13.350061066662715,-inf
124.65057018423276_7.6500349932561615,-inf
123.45056469509454_8.450038652681643,-inf
121.0505537168181_18.050082565787417,-inf
125.55057430108643_10.350047343817161,-inf
120.25055005739262_15.850072502367343,-inf
120.05054914253624_15.450070672654602,-inf
125.25057292880187_11.650053290383568,-inf
124.15056789709183_7.150032706115237,-inf
121.25055463167446_14.350065640944566,-inf
123.6505656099509_12.250056034952678,-inf
123.05056286538179_10.15004642896079,-inf
121.35055508910266_15.850072502367343,-inf
120.65055188710535_15.650071587510972,-inf
126.25057750308372_8.250037737825274,-inf
123.95056698223546_10.450047801245345,-inf
119.95054868510806_15.550071130082788,-inf
125.35057338623005_11.250051460670827,-inf
121.25055463167446_13.950063811231825,-inf
126.35057796051191_8.150037280397088,-inf
124.25056835452001_7.6500349932561615,-inf
122.05055829109995_6.450029504117941,-inf
122.95056240795361_9.75004459924805,-inf
124.65057018423276_7.050032248687051,-inf
125.35057338623005_8.250037737825274,-inf
123.35056423766635_10.650048716101717,-inf
124.75057064166094_10.850049630958086,-inf
122.15055874852813_11.750053747811751,-inf
124.45056926937639_11.050050545814457,-inf
120.85055280196173_13.450061524090899,-inf
122.65056103566906_9.95004551410442,-inf
123.05056286538179_13.750062896375455,-inf
125.15057247137369_7.450034078399792,-inf
126.25057750308372_7.6500349932561615,-inf
124.05056743966365_12.850058779521788,-inf
123.25056378023817_8.050036822968902,-inf
124.55056972680457_6.850031333830682,-inf
124.45056926937639_12.150055577524494,-inf
125.0505720139455_11.450052375527196,-inf
123.95056698223546_11.150051003242641,-inf
124.05056743966365_9.95004551410442,-inf
125.85057567337098_8.350038195253457,-inf
122.25055920595632_17.150078448933748,-inf
123.7505660673791_8.350038195253457,-inf
121.55055600395902_15.750072044939158,-inf
119.25054548311076_10.850049630958086,-inf
124.85057109908912_7.350033620971606,-inf
125.15057247137369_6.350029046689755,-inf
123.6505656099509_12.950059236949974,-inf
126.05057658822736_7.350033620971606,-inf
122.55056057824088_9.55004368439168,-inf
121.95055783367177_6.6500304189743105,-inf
123.05056286538179_9.55004368439168,-inf
123.05056286538179_9.850045056676235,-inf
121.0505537168181_5.9500272169770145,-inf
123.05056286538179_11.150051003242641,-inf
124.25056835452001_9.850045056676235,-inf
125.65057475851461_8.050036822968902,-inf
124.35056881194821_8.150037280397088,-inf
124.65057018423276_12.350056492380864,-inf
122.75056149309724_11.250051460670827,-inf
121.15055417424628_12.350056492380864,-inf
121.95055783367177_14.85006792808549,-inf
123.25056378023817_12.850058779521788,-inf
125.35057338623005_6.6500304189743105,-inf
120.45055097224899_14.450066098372751,-inf
121.15055417424628_16.1500738746519,-inf
122.3505596633845_7.6500349932561615,-inf
122.25055920595632_18.250083480643784,-inf
125.7505752159428_8.850040482394384,-inf
125.0505720139455_11.850054205239939,-inf
125.15057247137369_7.350033620971606,-inf
123.7505660673791_10.250046886388976,-inf
122.65056103566906_9.75004459924805,-inf
125.25057292880187_7.2500331635434225,-inf
124.95057155651732_6.6500304189743105,-inf
124.75057064166094_11.650053290383568,-inf
121.85055737624357_14.950068385513678,-inf
121.25055463167446_16.95007753407738,-inf
122.85056195052543_8.050036822968902,-inf
125.55057430108643_10.250046886388976,-inf
124.05056743966365_11.250051460670827,-inf
120.3505505148208_15.550071130082788,-inf
120.85055280196173_15.750072044939158,-inf
120.85055280196173_13.950063811231825,-inf
126.4505784179401_7.050032248687051,-inf
126.05057658822736_7.750035450684347,-inf
125.55057430108643_11.150051003242641,-inf
124.45056926937639_6.6500304189743105,-inf
122.3505596633845_11.050050545814457,-inf
120.65055188710535_15.050068842941862,-inf
119.15054502568258_10.15004642896079,-inf
123.45056469509454_8.350038195253457,-inf
120.75055234453355_16.850077076649193,-inf
120.75055234453355_14.05006426866001,-inf
121.85055737624357_17.850081650931045,-inf
120.85055280196173_15.850072502367343,-inf
126.15057704565554_8.450038652681643,-inf
123.45056469509454_8.550039110109829,-inf
124.35056881194821_6.2500285892615715,-inf
121.35055508910266_12.550057407237233,-inf
120.05054914253624_15.350070215226417,-inf
125.0505720139455_8.750040024966198,-inf
125.45057384365825_7.550034535827978,-inf
120.65055188710535_17.55008027864649,-inf
125.45057384365825_7.150032706115237,-inf
125.45057384365825_6.550029961546127,-inf
124.05056743966365_12.750058322093604,-inf
123.45056469509454_8.250037737825274,-inf
121.55055600395902_16.1500738746519,-inf
121.75055691881539_16.35007478950827,-inf
123.05056286538179_10.350047343817161,-inf
120.85055280196173_14.750067470657307,-inf
123.25056378023817_10.950050088386272,-inf
120.75055234453355_16.450075246936454,-inf
125.45057384365825_5.9500272169770145,-inf
119.95054868510806_5.150023557551535,-inf
120.85055280196173_18.1500830232156,-inf
126.15057704565554_6.550029961546127,-inf
124.55056972680457_8.150037280397088,-inf
126.05057658822736_8.250037737825274,-inf
119.95054868510806_15.750072044939158,-inf
124.35056881194821_8.350038195253457,-inf
125.55057430108643_7.550034535827978,-inf
121.15055417424628_12.750058322093604,-inf
126.15057704565554_9.050041397250753,-inf
121.25055463167446_14.05006426866001,-inf
122.85056195052543_7.9500363655407185,-inf
121.65055646138721_14.150064726088196,-inf
120.75055234453355_16.650076161792825,-inf
123.55056515252272_13.450061524090899,-inf
121.35055508910266_13.05005969437816,-inf
126.05057658822736_7.2500331635434225,-inf
119.0505445682544_10.250046886388976,-inf
123.25056378023817_7.550034535827978,-inf
122.95056240795361_10.250046886388976,-inf
121.35055508910266_13.25006060923453,-inf
120.85055280196173_16.1500738746519,-inf
117.85053907911617_9.150041854678939,-inf
121.95055783367177_10.450047801245345,-inf
123.55056515252272_10.050045971532606,-inf
120.85055280196173_17.75008119350286,-inf
117.05053541969069_8.050036822968902,-inf
125.85057567337098_7.9500363655407185,-inf
120.9505532593899_15.550071130082788,-inf
121.0505537168181_15.850072502367343,-inf
123.35056423766635_13.05005969437816,-inf
124.65057018423276_6.750030876402496,-inf
122.3505596633845_11.250051460670827,-inf
121.95055783367177_18.950086682641082,-inf
123.25056378023817_13.65006243894727,-inf
122.95056240795361_9.650044141819865,-inf
125.25057292880187_10.350047343817161,-inf
124.65057018423276_9.150041854678939,-inf
125.35057338623005_7.750035450684347,-inf
124.55056972680457_8.050036822968902,-inf
121.35055508910266_17.050077991505564,-inf
121.45055554653084_16.35007478950827,-inf
124.95057155651732_11.850054205239939,-inf
124.55056972680457_6.450029504117941,-inf
124.95057155651732_12.150055577524494,-inf
120.3505505148208_16.450075246936454,-inf
121.35055508910266_17.150078448933748,-inf
121.85055737624357_13.450061524090899,-inf
124.85057109908912_12.150055577524494,-inf
125.95057613079916_9.250042312107125,-inf
126.15057704565554_7.9500363655407185,-inf
121.95055783367177_17.050077991505564,-inf
125.15057247137369_6.750030876402496,-inf
120.75055234453355_15.150069300370047,-inf
120.9505532593899_13.350061066662715,-inf
122.65056103566906_14.25006518351638,-inf
119.35054594053895_10.950050088386272,-inf
125.25057292880187_8.550039110109829,-inf
120.55055142967717_17.55008027864649,-inf
124.25056835452001_6.2500285892615715,-inf
121.45055554653084_16.650076161792825,-inf
120.75055234453355_15.950072959795527,-inf
121.0505537168181_16.450075246936454,-inf
124.45056926937639_6.150028131833386,-inf
120.65055188710535_13.950063811231825,-inf
125.25057292880187_11.850054205239939,-inf
119.45054639796713_11.250051460670827,-inf
126.35057796051191_7.6500349932561615,-inf
125.65057475851461_8.850040482394384,-inf
122.45056012081268_17.050077991505564,-inf
122.15055874852813_7.450034078399792,-inf
121.65055646138721_14.750067470657307,-inf
124.65057018423276_6.2500285892615715,-inf
125.7505752159428_7.550034535827978,-inf
125.25057292880187_7.9500363655407185,-inf
120.85055280196173_18.55008485292834,-inf
122.25055920595632_11.050050545814457,-inf
122.85056195052543_7.6500349932561615,-inf
122.45056012081268_10.950050088386272,-inf
120.9505532593899_12.950059236949974,-inf
126.25057750308372_8.95004093982257,-inf
125.35057338623005_5.750026302120645,-inf
124.95057155651732_8.350038195253457,-inf
122.05055829109995_12.550057407237233,-inf
121.35055508910266_15.250069757798233,-inf
123.7505660673791_12.050055120096307,-inf
122.95056240795361_13.65006243894727,-inf
126.25057750308372_8.050036822968902,-inf
124.95057155651732_12.45005694980905,-inf
124.85057109908912_8.250037737825274,-inf
125.65057475851461_10.350047343817161,-inf
120.25055005739262_14.950068385513678,-inf
125.15057247137369_10.250046886388976,-inf
125.7505752159428_8.750040024966198,-inf
126.55057887536827_7.2500331635434225,-inf
122.55056057824088_10.550048258673531,-inf
121.15055417424628_15.550071130082788,-inf
122.85056195052543_11.450052375527196,-inf
124.85057109908912_8.550039110109829,-inf
125.45057384365825_7.450034078399792,-inf
120.85055280196173_15.450070672654602,-inf
124.45056926937639_7.750035450684347,-inf
122.25055920595632_11.150051003242641,-inf
124.65057018423276_11.150051003242641,-inf
119.45054639796713_11.150051003242641,-inf
123.35056423766635_8.250037737825274,-inf
121.55055600395902_14.350065640944566,-inf
121.35055508910266_12.350056492380864,-inf
125.0505720139455_10.350047343817161,-inf
121.15055417424628_15.450070672654602,-inf
117.75053862168798_9.050041397250753,-inf
125.0505720139455_6.150028131833386,-inf
123.45056469509454_13.65006243894727,-inf
119.0505445682544_10.350047343817161,-inf
123.35056423766635_9.650044141819865,-inf
124.35056881194821_6.6500304189743105,-inf
117.85053907911617_8.95004093982257,-inf
124.35056881194821_13.850063353803641,-inf
122.85056195052543_9.55004368439168,-inf
125.35057338623005_11.950054662668123,-inf
121.25055463167446_16.250074332080082,-inf
123.35056423766635_7.750035450684347,-inf
122.45056012081268_12.45005694980905,-inf
121.45055554653084_16.75007661922101,-inf
121.75055691881539_17.850081650931045,-inf
126.25057750308372_6.750030876402496,-inf
125.65057475851461_7.6500349932561615,-inf
121.15055417424628_15.850072502367343,-inf
120.65055188710535_16.850077076649193,-inf
120.45055097224899_14.750067470657307,-inf
124.85057109908912_6.450029504117941,-inf
120.65055188710535_16.35007478950827,-inf
119.85054822767987_16.050073417223715,-inf
120.9505532593899_14.950068385513678,-inf
124.45056926937639_8.150037280397088,-inf
119.25054548311076_10.950050088386272,-inf
122.55056057824088_7.9500363655407185,-inf
125.0505720139455_11.950054662668123,-inf
126.05057658822736_8.95004093982257,-inf
121.95055783367177_17.650080736074674,-inf
125.0505720139455_6.750030876402496,-inf
124.05056743966365_11.850054205239939,-inf
125.25057292880187_8.95004093982257,-inf
120.9505532593899_15.250069757798233,-inf
123.85056652480728_9.850045056676235,-inf
121.35055508910266_15.650071587510972,-inf
124.35056881194821_6.850031333830682,-inf
125.7505752159428_9.050041397250753,-inf
125.25057292880187_7.6500349932561615,-inf
124.35056881194821_8.450038652681643,-inf
125.25057292880187_11.550052832955382,-inf
121.65055646138721_18.050082565787417,-inf
121.35055508910266_16.650076161792825,-inf
120.55055142967717_16.95007753407738,-inf
125.45057384365825_7.350033620971606,-inf
123.6505656099509_8.350038195253457,-inf
124.95057155651732_7.150032706115237,-inf
122.15055874852813_11.450052375527196,-inf
120.65055188710535_14.85006792808549,-inf
121.45055554653084_17.95008210835923,-inf
122.45056012081268_7.6500349932561615,-inf
121.15055417424628_17.650080736074674,-inf
122.05055829109995_6.550029961546127,-inf
126.15057704565554_8.350038195253457,-inf
122.85056195052543_10.350047343817161,-inf
123.35056423766635_10.750049173529902,-inf
122.05055829109995_11.150051003242641,-inf
125.45057384365825_8.750040024966198,-inf
125.65057475851461_7.150032706115237,-inf
120.15054959996442_14.950068385513678,-inf
125.45057384365825_5.750026302120645,-inf
121.45055554653084_15.950072959795527,-inf
122.3505596633845_7.350033620971606,-inf
122.05055829109995_17.450079821218306,-inf
125.15057247137369_6.850031333830682,-inf
123.15056332280999_10.950050088386272,-inf
121.25055463167446_15.550071130082788,-inf
123.05056286538179_13.65006243894727,-inf
125.7505752159428_7.9500363655407185,-inf
121.15055417424628_16.850077076649193,-inf
125.55057430108643_7.750035450684347,-inf
126.05057658822736_9.95004551410442,-inf
123.95056698223546_12.750058322093604,-inf
124.55056972680457_12.350056492380864,-inf
122.55056057824088_11.350051918099012,-inf
124.45056926937639_11.350051918099012,-inf
122.15055874852813_10.750049173529902,-inf
122.15055874852813_17.850081650931045,-inf
121.45055554653084_15.550071130082788,-inf
123.95056698223546_9.650044141819865,-inf
125.45057384365825_7.6500349932561615,-inf
122.85056195052543_11.050050545814457,-inf
125.25057292880187_11.350051918099012,-inf
123.7505660673791_10.450047801245345,-inf
125.55057430108643_7.850035908112533,-inf
120.75055234453355_18.050082565787417,-inf
121.95055783367177_14.750067470657307,-inf
123.45056469509454_13.750062896375455,-inf
121.55055600395902_16.95007753407738,-inf
125.7505752159428_9.150041854678939,-inf
125.35057338623005_8.450038652681643,-inf
119.35054594053895_10.450047801245345,-inf
122.95056240795361_7.750035450684347,-inf
118.55054228111347_9.55004368439168,-inf
122.05055829109995_11.050050545814457,-inf
123.25056378023817_13.450061524090899,-inf
125.45057384365825_6.450029504117941,-inf
123.15056332280999_10.550048258673531,-inf
123.55056515252272_10.850049630958086,-inf
125.0505720139455_7.750035450684347,-inf
122.85056195052543_9.650044141819865,-inf
121.25055463167446_16.450075246936454,-inf
123.95056698223546_10.650048716101717,-inf
121.75055691881539_16.250074332080082,-inf
123.55056515252272_8.550039110109829,-inf
124.25056835452001_6.6500304189743105,-inf
123.05056286538179_9.450043226963494,-inf
124.55056972680457_11.550052832955382,-inf
121.45055554653084_13.850063353803641,-inf
121.15055417424628_15.650071587510972,-inf
121.35055508910266_14.350065640944566,-inf
125.7505752159428_6.950031791258866,-inf
125.25057292880187_12.350056492380864,-inf
121.45055554653084_17.55008027864649,-inf
118.45054182368528_9.55004368439168,-inf
120.15054959996442_15.950072959795527,-inf
124.55056972680457_6.550029961546127,-inf
125.65057475851461_8.250037737825274,-inf
124.05056743966365_11.750053747811751,-inf
121.15055417424628_18.1500830232156,-inf
121.25055463167446_18.250083480643784,-inf
120.85055280196173_14.05006426866001,-inf
123.15056332280999_8.150037280397088,-inf
124.35056881194821_9.850045056676235,-inf
122.05055829109995_17.55008027864649,-inf
121.55055600395902_17.150078448933748,-inf
119.45054639796713_11.350051918099012,-inf
121.0505537168181_16.850077076649193,-inf
121.85055737624357_6.6500304189743105,-inf
121.15055417424628_16.35007478950827,-inf
122.65056103566906_13.950063811231825,-inf
121.35055508910266_12.750058322093604,-inf
121.45055554653084_14.750067470657307,-inf
120.25055005739262_15.350070215226417,-inf
120.65055188710535_17.95008210835923,-inf
125.95057613079916_8.250037737825274,-inf
121.35055508910266_16.550075704364637,-inf
121.85055737624357_18.050082565787417,-inf
121.0505537168181_16.95007753407738,-inf
120.75055234453355_17.450079821218306,-inf
120.9505532593899_13.850063353803641,-inf
126.35057796051191_7.150032706115237,-inf
125.45057384365825_6.350029046689755,-inf
120.9505532593899_14.85006792808549,-inf
122.55056057824088_7.750035450684347,-inf
120.55055142967717_18.1500830232156,-inf
123.15056332280999_8.350038195253457,-inf
125.35057338623005_6.850031333830682,-inf
124.75057064166094_7.750035450684347,-inf
123.95056698223546_7.750035450684347,-inf
125.25057292880187_8.850040482394384,-inf
121.0505537168181_14.05006426866001,-inf
118.35054136625709_9.55004368439168,-inf
123.6505656099509_7.9500363655407185,-inf
121.95055783367177_17.850081650931045,-inf
120.3505505148208_13.450061524090899,-inf
123.95056698223546_10.550048258673531,-inf
125.0505720139455_7.550034535827978,-inf
123.25056378023817_10.350047343817161,-inf
125.85057567337098_8.550039110109829,-inf
122.65056103566906_9.450043226963494,-inf
122.15055874852813_16.850077076649193,-inf
125.95057613079916_8.650039567538014,-inf
120.75055234453355_15.050068842941862,-inf
125.0505720139455_8.050036822968902,-inf
121.35055508910266_18.250083480643784,-inf
124.95057155651732_8.95004093982257,-inf
125.35057338623005_6.450029504117941,-inf
124.25056835452001_9.95004551410442,-inf
122.95056240795361_9.250042312107125,-inf
125.85057567337098_9.050041397250753,-inf
122.05055829109995_18.250083480643784,-inf
122.05055829109995_10.650048716101717,-inf
121.95055783367177_16.850077076649193,-inf
124.35056881194821_12.45005694980905,-inf
123.7505660673791_13.05005969437816,-inf
125.25057292880187_6.350029046689755,-inf
120.45055097224899_17.75008119350286,-inf
122.55056057824088_13.350061066662715,-inf
123.15056332280999_10.050045971532606,-inf
123.25056378023817_10.550048258673531,-inf
120.65055188710535_17.150078448933748,-inf
124.85057109908912_11.350051918099012,-inf
120.55055142967717_15.250069757798233,-inf
122.15055874852813_7.350033620971606,-inf
126.05057658822736_7.550034535827978,-inf
123.45056469509454_13.150060151806343,-inf
125.15057247137369_7.2500331635434225,-inf
121.45055554653084_12.950059236949974,-inf
119.45054639796713_10.650048716101717,-inf
123.35056423766635_7.450034078399792,-inf
122.85056195052543_13.850063353803641,-inf
120.65055188710535_14.25006518351638,-inf
120.45055097224899_15.450070672654602,-inf
124.05056743966365_6.750030876402496,-inf
119.25054548311076_10.350047343817161,-inf
120.15054959996442_15.150069300370047,-inf
120.55055142967717_16.650076161792825,-inf
121.95055783367177_17.250078906361935,-inf
122.15055874852813_14.05006426866001,-inf
121.25055463167446_15.050068842941862,-inf
117.75053862168798_8.750040024966198,-inf
123.95056698223546_9.850045056676235,-inf
122.3505596633845_11.650053290383568,-inf
121.45055554653084_18.350083938071972,-inf
124.25056835452001_7.550034535827978,-inf
120.45055097224899_13.450061524090899,-inf
121.25055463167446_13.65006243894727,-inf
124.35056881194821_6.450029504117941,-inf
122.15055874852813_17.150078448933748,-inf
120.85055280196173_12.850058779521788,-inf
125.7505752159428_7.150032706115237,-inf
121.15055417424628_16.050073417223715,-inf
124.25056835452001_10.050045971532606,-inf
125.0505720139455_12.45005694980905,-inf
124.85057109908912_10.250046886388976,-inf
124.75057064166094_11.150051003242641,-inf
126.35057796051191_8.450038652681643,-inf
118.15054045140073_9.35004276953531,-inf
122.05055829109995_17.250078906361935,-inf
125.95057613079916_7.9500363655407185,-inf
121.25055463167446_13.750062896375455,-inf
126.15057704565554_7.750035450684347,-inf
125.55057430108643_9.35004276953531,-inf
118.9505441108262_10.15004642896079,-inf
120.55055142967717_16.75007661922101,-inf
124.45056926937639_6.850031333830682,-inf
119.55054685539531_10.550048258673531,-inf
120.55055142967717_17.95008210835923,-inf
123.35056423766635_13.25006060923453,-inf
120.75055234453355_17.850081650931045,-inf
122.75056149309724_14.150064726088196,-inf
123.15056332280999_11.550052832955382,-inf
123.35056423766635_8.550039110109829,-inf
121.25055463167446_14.750067470657307,-inf
125.25057292880187_5.850026759548831,-inf
125.95057613079916_7.350033620971606,-inf
120.65055188710535_18.450084395500156,-inf
121.45055554653084_17.250078906361935,-inf
121.0505537168181_17.95008210835923,-inf
120.9505532593899_18.450084395500156,-inf
120.9505532593899_16.250074332080082,-inf
124.65057018423276_12.45005694980905,-inf
121.35055508910266_17.850081650931045,-inf
120.15054959996442_14.85006792808549,-inf
120.85055280196173_17.850081650931045,-inf
123.85056652480728_10.550048258673531,-inf
121.25055463167446_16.550075704364637,-inf
126.15057704565554_9.250042312107125,-inf
125.65057475851461_9.050041397250753,-inf
124.45056926937639_7.350033620971606,-inf
121.0505537168181_13.350061066662715,-inf
122.55056057824088_9.95004551410442,-inf
124.65057018423276_6.550029961546127,-inf
123.35056423766635_13.350061066662715,-inf
121.95055783367177_16.550075704364637,-inf
124.95057155651732_7.050032248687051,-inf
122.45056012081268_7.750035450684347,-inf
125.35057338623005_7.9500363655407185,-inf
124.85057109908912_10.450047801245345,-inf
125.45057384365825_9.75004459924805,-inf
124.75057064166094_6.950031791258866,-inf
122.05055829109995_11.350051918099012,-inf
125.85057567337098_7.750035450684347,-inf
121.0505537168181_12.650057864665419,-inf
121.45055554653084_16.450075246936454,-inf
120.65055188710535_15.850072502367343,-inf
125.35057338623005_8.350038195253457,-inf
124.45056926937639_8.450038652681643,-inf
124.85057109908912_10.850049630958086,-inf
120.45055097224899_14.550066555800935,-inf
121.95055783367177_17.150078448933748,-inf
125.55057430108643_11.350051918099012,-inf
121.15055417424628_15.050068842941862,-inf
120.9505532593899_17.75008119350286,-inf
125.0505720139455_6.550029961546127,-inf
124.85057109908912_8.350038195253457,-inf
125.7505752159428_8.550039110109829,-inf
124.25056835452001_7.9500363655407185,-inf
122.15055874852813_10.850049630958086,-inf
123.85056652480728_8.150037280397088,-inf
121.45055554653084_18.050082565787417,-inf
125.35057338623005_8.750040024966198,-inf
124.15056789709183_7.850035908112533,-inf
124.35056881194821_7.350033620971606,-inf
120.55055142967717_15.650071587510972,-inf
125.45057384365825_8.350038195253457,-inf
126.35057796051191_7.050032248687051,-inf
122.05055829109995_16.850077076649193,-inf
120.55055142967717_15.050068842941862,-inf
126.15057704565554_7.050032248687051,-inf
122.85056195052543_9.450043226963494,-inf
126.15057704565554_8.050036822968902,-inf
121.35055508910266_17.75008119350286,-inf
117.75053862168798_8.850040482394384,-inf
123.45056469509454_7.750035450684347,-inf
120.75055234453355_18.350083938071972,-inf
124.65057018423276_11.250051460670827,-inf
120.45055097224899_16.650076161792825,-inf
122.15055874852813_11.350051918099012,-inf
119.55054685539531_10.650048716101717,-inf
120.45055097224899_15.750072044939158,-inf
120.3505505148208_16.550075704364637,-inf
117.85053907911617_8.850040482394384,-inf
121.0505537168181_18.350083938071972,-inf
124.05056743966365_7.6500349932561615,-inf
126.25057750308372_7.450034078399792,-inf
120.85055280196173_16.35007478950827,-inf
124.95057155651732_7.9500363655407185,-inf
121.95055783367177_12.250056034952678,-inf
121.0505537168181_14.550066555800935,-inf
121.0505537168181_13.750062896375455,-inf
120.3505505148208_15.850072502367343,-inf
124.95057155651732_12.250056034952678,-inf
124.05056743966365_7.750035450684347,-inf
124.65057018423276_6.450029504117941,-inf
125.35057338623005_5.9500272169770145,-inf
