longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_250years,return_level_500years,return_level_1000years
121.45055554653084_15.850072502367343,253.0040532250093,306.8086443723462,347.5102463395254,388.21184830670455,442.01643945404146,482.7180414212206,523.4196433883998
120.75055234453355_15.750072044939158,344.54085394973015,394.88479821303685,432.96852187245145,471.0522455318661,521.3961897951727,559.4799134545874,597.563637114002
124.85057109908912_12.45005694980905,317.9492872680373,362.3856300567011,396.0004257180718,429.61522137944246,474.0515641681062,507.66635982947696,541.2811554908476
124.85057109908912_8.150037280397088,171.22207859476782,188.6604843960917,191.9351796200547,192.9567801965223,193.32067628112358,193.3890110121672,193.4103292710745
121.55055600395902_16.650076161792825,280.2454411630856,347.2003620004039,397.84980435378947,448.49924670717496,515.4541675444932,566.1036098978789,616.7530522512643
124.25056835452001_9.650044141819865,262.6339419629222,265.65012912384725,265.702380463284,265.704868075573,265.7049902059847,265.7049923217279,265.70499242245546
125.35057338623005_11.950054662668123,406.96114527665054,423.9888528580351,425.29549203390957,425.49430898152167,425.5270285847539,425.5295393581623,425.529921395005
120.85055280196173_16.450075246936454,368.06192954077267,438.655531942789,492.05753064078283,545.4595293387766,616.053131740793,669.4551304387868,722.8571291367806
124.95057155651732_6.2500285892615715,80.81725196424698,88.85408883028272,91.03300613472254,91.95122364321973,92.4066116158095,92.53007470834817,92.58210328831825
124.15056789709183_9.650044141819865,211.09989379453913,231.34148810123602,246.65366308638272,261.9658380715294,282.20743237822626,297.519607363373,312.8317823485197
120.3505505148208_15.450070672654602,396.7722587134081,439.968249631157,447.4405485790171,449.6212797529501,450.34355578159705,450.46849937692286,450.50496317410386
120.85055280196173_16.95007753407738,341.7562316697231,443.960579985006,521.2751848493435,598.5897897136811,700.794138028964,778.1087428933015,855.423347757639
122.25055920595632_17.35007936379012,291.60427991164545,318.3235047185444,324.58162192209875,326.91999961094274,327.93532008799656,328.1731261841873,328.2619836554548
124.45056926937639_7.2500331635434225,90.71681420262763,102.91016989086765,112.13408739091818,121.35800489096872,133.55136057920873,142.7752780792593,151.9991955793098
124.75057064166094_8.450038652681643,165.9278275806955,172.53977283086667,173.54299838994166,173.80630074038953,173.88401049630545,173.89580134005485,173.8988959151929
120.9505532593899_17.150078448933748,353.43584708572496,466.290517786246,551.6617805175499,637.0330432488536,749.8877139493746,835.2589766806784,920.6302394119823
123.95056698223546_9.650044141819865,217.0892929573037,230.934403094336,234.09344305262366,235.2487989290633,235.7387441580047,235.8505350025902,235.89142027499238
120.15054959996442_15.050068842941862,394.17827189797435,413.63695560418574,415.2454136316667,415.50502321810427,415.5505063887856,415.55426603522943,415.55487285259227
121.85055737624357_17.450079821218306,274.24500625992033,340.93924253092507,391.3914846225704,441.8437267142157,508.5379629852203,558.9902050768657,609.442447168511
124.45056926937639_6.6500304189743105,72.70992255049697,83.18028537973584,91.10080909788181,99.02133281602778,109.49169564526665,117.4122193634126,125.33274308155858
124.65057018423276_6.950031791258866,77.1151116300186,79.39518720708315,79.69097853580575,79.75940493543274,79.77702446981965,79.7793102297919,79.77983900230863
