longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_150years,return_level_250years,return_level_500years
grid_123.6999999999993918_8.1999999999999371,8.900566499081231,9.310096586680446,9.40097326481409,9.433460559061833,9.4416331579029,9.446895980871128,9.449877364999729
grid_123.6999999999993918_8.2999999999999368,9.440256573100806,9.965081763287433,10.36209669338569,10.759111623483946,10.991350469817856,11.283936813670573,11.68095174376883
grid_123.6999999999993918_8.3999999999999364,12.468609456071766,13.547902840840266,13.89294221932766,14.05957753529505,14.11354367497668,14.155754858203935,14.186501793364833
grid_123.6999999999993918_8.4999999999999361,15.887436972864444,17.372486342839547,18.495882823872535,19.619279304905522,20.276424119751923,21.104328674880627,22.22772515591361
grid_123.6999999999993918_8.5999999999999357,20.94940545595258,22.531586121345626,22.930123180971787,23.088203157234773,23.131621014202857,23.161518829805452,23.179986387404874
grid_123.7999999999993861_10.2999999999999297,23.872136078738027,27.286498321889823,28.144432074713176,28.484044483875657,28.577162830634393,28.641201045599487,28.680690094850476
grid_123.7999999999993861_10.3999999999999293,23.513304295372063,26.5901871035961,27.282013693015283,27.532013507165104,27.595481213360927,27.636636590472197,27.660160733382483
grid_123.7999999999993861_10.4999999999999289,24.85587218518005,28.36451638743936,29.34520471786198,29.768997831601087,29.894082959146253,29.985122711523687,30.045530987608675
grid_123.7999999999993861_10.5999999999999286,26.550608440849096,30.532902944280654,31.70861070975846,32.24018670950421,32.4031351185298,32.52525685752546,32.609419188173206
grid_123.7999999999993861_11.1999999999999265,36.15622225771536,40.35318042723457,41.605626046105534,42.17694487410599,42.35337865021104,42.48636934569545,42.578707012205506
grid_123.7999999999993861_11.8999999999999240,34.08467563373567,36.92080621203518,39.066256172035594,41.211706132036,42.46671390580995,44.04783671033552,46.19328667033592
grid_123.7999999999993861_11.9999999999999236,31.925429647834225,34.687855698906965,36.77755033642666,38.86724497394635,40.08963797485346,41.62967102501909,43.719365662538785
grid_123.7999999999993861_12.0999999999999233,29.01683535040277,31.33104198251007,33.08167171877003,34.83230145503,35.856354203389444,37.1465080871373,38.897137823397266
grid_123.7999999999993861_12.1999999999999229,27.50739328027498,28.724584767343785,29.0316832172429,29.153656933662795,29.187195666788355,29.21031059437447,29.224604361271872
grid_123.7999999999993861_12.8999999999999204,31.841871118349548,33.35286655791546,33.521247441608125,33.55572956097825,33.56109757745291,33.56351808474873,33.56438601490973
grid_123.7999999999993861_12.9999999999999201,28.23251931014346,30.23443393190881,30.615508537457252,30.73571314648084,30.762898157530735,30.77905069038995,30.787300211758673
grid_123.7999999999993861_13.0999999999999197,25.07511784722693,27.582525057392196,28.37762314105241,28.759029494369166,28.881859146317872,28.977514130719367,29.04679554419181
grid_123.7999999999993861_13.7999999999999172,36.83488246325402,41.16234802591692,44.43594935067856,47.709550675440205,49.62448469273686,52.03701623810311,55.31061756286475
