,value,region_id,impf_,geometry
430,784544.7904801595,40,1,POINT (15.28333333 48.61666667)
431,516386.2943182458,40,1,POINT (15.31666667 48.61666667)
432,366336.5313710161,40,1,POINT (15.35 48.61666667)
433,249565.95037908884,40,1,POINT (15.38333333 48.61666667)
434,287661.5575078757,40,1,POINT (15.41666667 48.61666667)
435,468640.83334609895,40,1,POINT (15.45 48.61666667)
436,409408.8095178397,40,1,POINT (15.48333333 48.61666667)
437,476606.4233167676,40,1,POINT (15.51666667 48.61666667)
438,612229.6416066826,40,1,POINT (15.55 48.61666667)
439,1238533.2160402674,40,1,POINT (15.58333333 48.61666667)
440,3828121.395037521,40,1,POINT (15.61666667 48.61666667)
441,6173045.407293153,40,1,POINT (15.65 48.61666667)
442,3785599.5633124127,40,1,POINT (15.68333333 48.61666667)
443,1576023.2162917713,40,1,POINT (15.71666667 48.61666667)
444,1203492.3771336381,40,1,POINT (15.75 48.61666667)
445,3568045.0091035203,40,1,POINT (15.78333333 48.61666667)
446,16462543.200754048,40,1,POINT (15.81666667 48.61666667)
447,3613534.5361927776,40,1,POINT (15.85 48.61666667)
448,1344770.3288974667,40,1,POINT (15.88333333 48.61666667)
449,2593638.2992810984,40,1,POINT (15.91666667 48.61666667)
450,5664344.074797316,40,1,POINT (15.95 48.61666667)
451,1143642.447172431,40,1,POINT (15.98333333 48.61666667)
452,1823823.1521611772,40,1,POINT (16.01666667 48.61666667)
453,4800665.30567553,40,1,POINT (16.05 48.61666667)
454,7089670.686143921,40,1,POINT (16.08333333 48.61666667)
455,4875646.7543859035,40,1,POINT (16.11666667 48.61666667)
456,1316429.3376131433,40,1,POINT (16.15 48.61666667)
457,964078.5341334839,40,1,POINT (16.18333333 48.61666667)
458,973506.0989504795,40,1,POINT (16.21666667 48.61666667)
459,1062520.498737022,40,1,POINT (16.25 48.61666667)
460,1101633.6389369688,40,1,POINT (16.28333333 48.61666667)
461,853289.9518831923,40,1,POINT (16.31666667 48.61666667)
462,698386.111342433,40,1,POINT (16.35 48.61666667)
463,680683.15178161,40,1,POINT (16.38333333 48.61666667)
