,value,region_id,impf_,geometry
333,8444957.333728002,616,1,POINT (17.81666667 54.55)
334,757692.0784789594,616,1,POINT (17.85 54.55)
335,545487.3160804769,616,1,POINT (17.88333333 54.55)
336,563405.0426830326,616,1,POINT (17.91666667 54.55)
337,1148337.4798716751,616,1,POINT (17.95 54.55)
338,2382513.77257152,616,1,POINT (17.98333333 54.55)
339,1567624.0788595038,616,1,POINT (18.01666667 54.55)
340,4000428.6249043355,616,1,POINT (18.05 54.55)
341,13202528.366750147,616,1,POINT (18.08333333 54.55)
342,23752364.216139678,616,1,POINT (18.11666667 54.55)
343,7954434.5945219435,616,1,POINT (18.15 54.55)
344,8322219.096744058,616,1,POINT (18.18333333 54.55)
345,7970411.733027575,616,1,POINT (18.21666667 54.55)
346,7103987.294547379,616,1,POINT (18.25 54.55)
347,5873872.438882839,616,1,POINT (18.28333333 54.55)
348,9559908.24498747,616,1,POINT (18.31666667 54.55)
349,115108598.30322462,616,1,POINT (18.35 54.55)
350,439448352.88969815,616,1,POINT (18.38333333 54.55)
351,740764992.878804,616,1,POINT (18.41666667 54.55)
352,1065232160.0564461,616,1,POINT (18.45 54.55)
353,1336649230.9832351,616,1,POINT (18.48333333 54.55)
354,1394086660.2402055,616,1,POINT (18.51666667 54.55)
355,971128748.2144533,616,1,POINT (18.55 54.55)
356,67299.216015937,616,1,POINT (16.48333333 54.51666667)
357,399758.71057072707,616,1,POINT (16.51666667 54.51666667)
358,558331.6399009987,616,1,POINT (16.55 54.51666667)
359,136481.812584062,616,1,POINT (16.58333333 54.51666667)
360,112769.92439661358,616,1,POINT (16.61666667 54.51666667)
361,108048.4460247688,616,1,POINT (16.65 54.51666667)
362,119097.54459357685,616,1,POINT (16.68333333 54.51666667)
363,120069.23026782805,616,1,POINT (16.71666667 54.51666667)
364,136970.97054664386,616,1,POINT (16.75 54.51666667)
365,226379.38846479857,616,1,POINT (16.78333333 54.51666667)
366,816343.9599111372,616,1,POINT (16.81666667 54.51666667)
367,3276032.9796284745,616,1,POINT (16.85 54.51666667)
368,8555300.041663798,616,1,POINT (16.88333333 54.51666667)
369,8024802.234890847,616,1,POINT (16.91666667 54.51666667)
370,10321874.207397964,616,1,POINT (16.95 54.51666667)
371,30412857.13987097,616,1,POINT (16.98333333 54.51666667)
372,44343577.2564527,616,1,POINT (17.01666667 54.51666667)
373,39619009.722648986,616,1,POINT (17.05 54.51666667)
374,26190094.09238778,616,1,POINT (17.08333333 54.51666667)
375,17973619.77288211,616,1,POINT (17.11666667 54.51666667)
376,3542236.1035569683,616,1,POINT (17.15 54.51666667)
377,1117673.5639036,616,1,POINT (17.18333333 54.51666667)
378,153871.30562476328,616,1,POINT (17.21666667 54.51666667)
379,392129.7785116084,616,1,POINT (17.25 54.51666667)
380,393353.7920084515,616,1,POINT (17.28333333 54.51666667)
381,133434.96993068792,616,1,POINT (17.31666667 54.51666667)
382,133360.60560675626,616,1,POINT (17.35 54.51666667)
